what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1344081873603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081881530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081883649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081894677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081896345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1344081899022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081902008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081903692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1344081906987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344081908626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081909522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081911060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081917796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081919351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1344081927754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081928957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081932735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1344081935906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081939088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081940833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1344081945415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344081947107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081948129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081949928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1344081953608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081955421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081958192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344081963259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081964393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081965741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081969098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081970684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1344081972774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081977392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081985300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081986322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081989612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081992853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081993927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081996428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344081997347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344082000888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344082001597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344082005456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344082006504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344082011051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344082012452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344082018435
