what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342451768133
java.vm.specification.version,sysinfo,,,"1.0",1342451768133
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1342451768133
java.vm.version,sysinfo,,,"20.0-b12",1342451768133
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1342451769356
error,log,,,"Unhandled event loop exception",1342451770354
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1342451771304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342451779122
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1342451783115
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1342451783516
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1342451783592
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1342451783653
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1342451783854
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1342451783922
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1342451784761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342451786283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342451889829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342451892398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342452462936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342452473050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342452518787
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1342452525922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342452531796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342452544767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342452545032
